LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Probability stuck,Probability diffusive,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,P stuck,P diffusive,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,,
ID241411,241411,0,16.208200454711914,13.579807658381501,8.501504051261676,0.0,0.23202011361718178,5,0.75,1,,613.8378378378378,592.0,506.0,826.0,22712.0,75.62866649092257,30049.972972972973,29189.0,20308.0,39185.0,1111849.0,5880.8489914603615,,,0.026788997844743284,0.42351858119817576,0.09498322087298658,0.8864892669416967
ID241363,241363,0,28.27810287475586,13.141355907071215,8.028347929675489,0.0,0.3248281590640545,7,0.75,1,,660.2972972972973,653.0,517.0,833.0,24431.0,78.73226956128136,25614.91891891892,24108.0,20308.0,35421.0,947752.0,3644.378687927617,,,0.059393743807006044,0.9403727636106644,0.0020452339928921153,0.02869162582761415
ID241459,241459,0,32.08939743041992,13.581321173622726,8.3415539540713,0.0,0.046404022723436356,1,0.75,1,,655.1621621621622,655.0,499.0,844.0,24241.0,73.32860345106869,28618.405405405407,27845.0,20308.0,39185.0,1058881.0,5835.736778483737,,,0.05698474769060362,0.9633748369430036,0.061995121994145606,0.5725517276507998
ID241633,241633,0,30.28665542602539,13.61608151573751,8.327663603018776,0.0,0.09280804544687271,2,0.75,1,,641.9459459459459,619.0,532.0,966.0,23752.0,83.08193611193778,28618.405405405407,27845.0,20308.0,39185.0,1058881.0,5835.736778483737,,,0.05320564325726944,0.7806679829538546,0.061995121994145606,0.5725517276507998
ID241396,241396,0,17.37141990661621,13.518172413388461,7.9204154530916355,0.0,0.37123218178749084,8,0.75,1,,616.2702702702703,606.0,521.0,770.0,22802.0,62.49028753363227,24975.216216216217,23638.0,16919.0,37067.0,924083.0,4635.806097559967,,,0.0316046958431657,0.6042643805300492,-0.006622557148970874,-0.07183323258606765
ID241722,241722,0,27.647207260131836,13.600493684134992,8.053436995437215,0.0,0.18561609089374542,4,0.75,1,,612.4864864864865,584.0,499.0,786.0,22662.0,68.31081808811739,26926.35135135135,24803.0,19801.0,37777.0,996275.0,5253.599005635281,,,0.037870857991878774,0.6543330353673527,0.026545914237267806,0.26507568427997147
ID241663,241663,0,41.91877746582031,13.642670903702049,8.29879788839103,0.0,0.13921206817030907,3,0.75,1,,650.0,647.0,513.0,815.0,24050.0,71.41311737582483,28618.405405405407,27845.0,20308.0,39185.0,1058881.0,5835.736778483737,,,0.06693603118736088,1.142054783555796,0.061995121994145606,0.5725517276507998
